tweet_id,sentiment,tasks,users,technologies,organizations,job_competencies,job_profiles,nouns,verbs,adjectives,subjects,objects,predicates,topic
1597958098320236544,positive,,,,gpt3,patents,,"gpt3, stuff, right","fails, amaze","username, awesome",username gpt3,awesome stuff,"fails, here","chatgpt, ai, will"
1597958041890004992,negative,,,,LLM,,,"gptj6b, gptneox20b, novelties, llms, usage, events, ideas, content, llm","are, megenerative, are, are, documenting, is, write, coax","unreliable, serious, factual, useless, personal, easier, such","gptj6b and gptneox20b, megenerative llms, they, it","serious factual usage, personal events and ideas, such content, it, an llm",are,"llms, llama, gpt3, models, 7b, llms like, gpt4, 65b, llama model, weights, 175b, most benchmarks, training, llama models, llama13b"
1597957887435100160,neutral,,anyone,internet,GPT3,,,"gpt3, amount, text, internet, i, anyone, i, heres, convo, bill, gate, cc, username","is, is, trained, means, talk, want, having","crazy, massive","this, too crazy gpt3, which, i, i, me","a massive amount of text from the internet which means i can talk to literally anyone i want, text, the internet which means i can talk to literally anyone i want, literally anyone i want, a convo, bill gate",is,"chatgpt, ai, will"
1597957751270932480,neutral,,,,AI,,,"openai, gpt3, ai, bigdata, datascience, artificialintelligence, bigdata, articles","turns, davinci, make, see",new,"openai, bigdata datascience artificialintelligence bigdata","davinci, all new articles",turns,"openai, gpt4, ml read, gpt ml, starts release, ai known, openai starts, microsoftbacked openai, read more, as gpt4, powerful, more here, known as, powerful ai, ai gpt, ai model, openai gpt4"
1597957292494032896,positive,,,"internet, model",GPTJT,Open source model,,"parameter, source, model, parameter, models, internet, links","gptjt, outperform, was, trained","open, many, slow",that,"a 6b parameter open source model that can outperform many 100b parameter models and was trained over slow 1gbps internet links, many 100b parameter models, slow 1gbps internet links",gptjt,"parameters, model, training, models, gpt3, trillion, trained, gpt4, trillion parameters, gpt models, data, size, gpt5, training data, billion, billion parameters"
1597956650740350976,neutral,,,,GPT,,,"cointiply, offers, payment, proof","earning, included","gpt, passive",cointiply gpt passive earning,payment proof included,offers,"chatgpt, ai, will"
1597956650539036672,positive,,,,,"patents, work independently",store detective,"news, waves, months, days, equity, ships, waves, gpt4, knowledge, work, minutes, obviates, creativity","is, are, means, cut, ignoring, obviate","good, extreme, last, few, solid, meanwhile, few, sd","the good news, the waves, they, this, solid equity ships, while ignoring them meanwhile gpt4, sd","a few months air, the waves, them, all knowledge work, a few minutes, creativity",obviate,"gpt4, gpt5, gpt4 gpt4, gpt4 has, here, gpt4 will, coming, week, gpt4s, release, released"
1597956624232349696,neutral,offers faucet,,,GPT,,,"chequity, gpt, offers",faucet,,chequity gpt,faucet,offers,"chatgpt, ai, will"
1597955991701622784,neutral,,,,,,writer,"idea, frontend, writer, cc, paste, web, apps, screenshot, headline, subtitle","working, thoughts","gpt3, username","cc username, your web apps","the idea frontend for my gpt3 writer, my gpt3 writer, username, the headline subtitle",screenshot,"chatgpt, ai, will"
1597955930947485696,neutral,,,aztec,Cervantes Project,report facts,,"reports, drill, results, zone, cervantes, sonora, au, tsxvazt, azztf, news","continued, project, mexico, including, see","aztec, strong, california, gpt, otcqbazztf, aztv","aztec reports, tsxvazt otcqbazztf aztv azztf","strong drill results from california zone, california zone, cervantes project in sonora mexico including 073 gpt au over 1140m, sonora mexico, 073 gpt au over 1140m, 1140m, news",continued,"chatgpt, ai, will"
1597955101343485952,positive,,,,,,,"project, gpt, i","wait, make","username, next",i,"my next project on gpt 3, gpt 3, it",username,"chatgpt, ai, will"
1597954812028813312,positive,,,model,,,,"hardware, generation, model, workshop, friday, call, registration","promising, facilitate, training, come, scaling, is, hear","next, largescale, free","very promising hardware to facilitate training, next generation largescale model","training, our scaling workshop, registration, more",come,"parameters, model, training, models, gpt3, trillion, trained, gpt4, trillion parameters, gpt models, data, size, gpt5, training data, billion, billion parameters"
1597954245890035712,neutral,,everyone,,GPT3,work independently,prompter,"techies, work, gpt3, rewrite, prompt, everyone","have, tidyup, written, nonnativeenglishspeaking, paste, thinks, amazing","text, im","i, i, everyone, i","text written by nonnativeenglishspeaking techies at work, techies, work, it, gpt3, a rewrite, this prompt, it",thinks,"chatgpt, ai, will"
1597953663858663424,positive,match the expert return,expert,model,"GPT, GPT",,statistical assistant,"quality, sequence, gpt, maskdp, results, returns, maskdp, gpt, return, method, model, generation, task","further, exam, comparing, match, shows, perform","generated, qualitative, cumulative, expert, autoregressive","we, it, our method","the quality of the generated sequence from gpt and maskdp, the generated sequence from gpt and maskdp, gpt and maskdp, their qualitative results and cumulative returns, the expert return, generation task",exam,"chatgpt, ai, will"
1597953643763748864,positive,,,,GPT,,,"singlegoal, maskdp, outperforms, goal, mlp, gpt, effectiveness, understanding, forward, inverse, dynamics, advantages, maskdp, environments","reaching, conditioned, attribute, learning, are","better, significant, higher, dimensional","we, the advantages of maskdp","singlegoal reaching maskdp outperforms goal, maskdp outperforms goal, mlp and gpt, the effectiveness, a better understanding of the forward and inverse dynamics, the forward and inverse dynamics, maskdp, higher dimensional environments",attribute,"chatgpt, ai, will"
1597953627489976320,neutral,,,,"GPT, Googles PageSpeed Insights",search engines,,"gpt, version, googles, insights, tool","pagespeed, is","latest, available","0 gpt 30 the latest version of googles pagespeed, the latest version of googles, insights tool",googles,is,"chatgpt, ai, will"
1597952612087009280,negative,,,,GPT3,,,"build, buildspace, doubt, solver, anything, improvements","tried, made, viking, ask, restrict, link, be, done, wanted, try","gpt3, u, idk, many","this viking doubt, ofc u, it, many improvements","gpt3 build from buildspace, buildspace, anything, it","ask, wanted","chatgpt, ai, will"
1597952336566984704,positive,,composers,"diffusion, iphone",iPhone Utilised,,,"username, iphone, keyboard, yes, music, composers, diffusion, future","utilised, gpt5, be","stable, rosy",,"its, every iphone utilised in the even the keyboard, the even the keyboard, music composers gpt5 and stable diffusion",username,"chatgpt, ai, will"
1597951787343888384,positive,,,,GPT3,,,"openai, upgrades, poetry, lyrics","gpt3, stunning, rhyming",,openai upgrades gpt3,rhyming poetry and lyrics,stunning,"chatgpt, ai, will"
1597951611728429056,neutral,,,aztec,,report facts,,"reports, drill, results, zone, atcervantes, sonora, gpt, auover1140m","continued, project, mexico, including","aztec, strong, california","aztec reports, strong drill results from california zone","california zone, project in sonora mexico, sonora mexico, 073 gpt auover1140",continued,"chatgpt, ai, will"
1597951484981022720,neutral,,soon,chatbot,GPT3,terminology,,"parameter, comparison, gpt3, gpt4, language, models, discord, chatbot, airi, nothing","shows, be, upgraded, gpt4","graphic, sophisticated","this graphic, our sophisticated discord chatbot airi","a parameter comparison between gpt3 gpt4 language models, gpt3 gpt4 language models, gpt4",shows,"gpt4, gpt35, chatgpt gpt4, chatgpt4, gpt4 chatgpt, plus, too powerful, chat gpt4, chatgpt plus, better, gpt4 will, version, more, vs, gpt4 has"
1597951328034004992,neutral,,,api,"AI, GPT3 Heres",plan ,secretary,"today, ai, w, gpt3, plan, playground, connect, ship, web, app, chrome, extension, username","im, working, building, writing, heres, explore, gpt3s, seems, wan, build, check","own, assistant, openai, api, cool","i, assistant w gpt3, the plan, this, you","my own, openai playground connect, api ship, a web app chrome extension, it",working,"chatgpt, ai, will"
1597950410592989184,negative,,,,gpt,,,"username, summit, xi, tantrum, distance, chima, fromt, supporters, news, outlets, way, truedope, show","gpt, humiliated, is, has, go, em, done","superior, safe, wimpy, fake, jussie","he, he gpt, this, he, its","the summit, his superior, a tantrum, a massively safe distance from chima in fromt of his wimpy supporters and fake news outlets, chima, fromt of his wimpy supporters and fake news outlets, his wimpy supporters and fake news outlets, way to go jussie truedope, jussie truedope, em",username,"chatgpt, ai, will"
1597950180674142208,positive,,,software,GPT3,,software developer,"everydream, software, developer, backend, go, im, gpt3, texttoimage, models","look, amazing, do, make, are, using, im, focused, starting, learn, fascinated","username, dreambooth","you, them, you, i, i","dreambooth everydream or what im a software developer, the backend, go, this, gpt3 and texttoimage models",username,"multimodal, images, gpt4, text, inputs, next week, images as, multimodal model, videos, as input, gpt4 will, as inputs, text inputs, visual"
1597949997366259712,positive,generated an entire story,,,AIgenerated cc,,,"gpt3, insane, story, lines, everything, cc","playing, generated, gave, is, aigenerated","w, entire, few, top, green, username","it, i","w gpt3, its insane, an entire story for me, me, just a few lines i gave it at the top everything in green, it, the top everything in green, green",generated,"chatgpt, ai, will"
1597948949763338240,neutral,,,api,"AI, GPT3 Heres",plan ,secretary,"today, ai, w, gpt3, plan, playground, connect, ship, web, app, chrome, extension, username","im, working, building, writing, heres, explore, gpt3s, seems, wan, build, check","own, assistant, openai, api, cool","i, assistant w gpt3, the plan, this, you","my own, openai playground connect, api ship, a web app chrome extension, it",working,"chatgpt, ai, will"
1597948855298846720,negative,,anyone,model,,,,"anyone, model, one","did, being","gpt3s, newer, slower","anyone else, newer model",the 002 one,notice,"chatgpt, ai, will"
1597947780445900800,neutral,,,api,"AI, GPT3 Heres",plan ,secretary,"today, ai, w, gpt3, plan, playground, connect, ship, web, app, chrome, extension, username","im, working, building, writing, heres, explore, gpt3s, seems, wan, build, check","own, assistant, openai, api, cool","i, assistant w gpt3, the plan, this, you","my own, openai playground connect, api ship, a web app chrome extension, it",working,"chatgpt, ai, will"
1597947084984180736,positive,,,,GPT3,,,"opinion, gpt3, thank","whats, mate","username, nice","what, your opinion on gpt3 thank, you","nice one whats your opinion on gpt3 thank, gpt3 thank",mate,"chatgpt, ai, will"
1597946352172158976,neutral,,,,"Conversational, Tax Accounting Insurance Finance","accounting, economics",,"gpt3, tax, accounting, insurance, finance",,"username, conversational",,tax accounting insurance finance,gpt3,"chatgpt, ai, will"
1597946090141417472,neutral,,her,,"GPT3, sec",,,"llm, gpt3, gut, sec",get,"username, ask, such","username, you","gpt3, her gut, a sec",ask,"chatgpt, ai, will"
1597945931659608064,neutral,,,api,"AI, GPT3 Heres",plan ,secretary,"today, ai, w, gpt3, plan, playground, connect, ship, web, app, chrome, extension, username","im, working, building, writing, heres, explore, gpt3s, seems, wan, build, check","own, assistant, openai, api, cool","i, assistant w gpt3, the plan, this, you","my own, openai playground connect, api ship, a web app chrome extension, it",working,"chatgpt, ai, will"
1597944943103774720,neutral,,,,,,,"gpt4, web3",is,new,gpt4,,is,"gpt4, gpt5, gpt4 gpt4, gpt4 has, here, gpt4 will, coming, week, gpt4s, release, released"
1597944389615378432,positive,,,,,,,"tickets, ausgp, ticket, shop, tickets","are, are, sell","available, likely"," tickets, these tickets","the 2023 ausgp from our ticket shop, our ticket shop",are,"italy, privacy, italian, ban, privacy concerns, banned, italys, over privacy, data protection, chatgpt over, bans, italy after, italy over, bans chatgpt, chatgpt ban, data privacy, temporarily, regulator"
1597943627010875392,positive,,"student, everyone, kid, school",model,"GPT3, Prose, Heres, AP","literature, history",,"gpt3, davinci003, model, vs, things, everyone, w, months, prose, school, kid, college, student, vs, davinci003, history, test, q","using, davinci002, was, playing, reads, bright, heres, responding","openais, newest, few, better, eager, middle, davinci002, ap","the things everyone was playing w a few months ago, everyone","openais gpt3, newest davinci003 model vs, much better prose, eager middle school kid, bright college student heres, davinci003, an ap history test","using, reads","davinci, davinci003, textdavinci003, model, davinci model, gpt35turbo, api, textdavinci002, gpt3 davinci, cheaper, davinci3, chatgpt api, models, 10x cheaper, gpt3 textdavinci003, da vinci"
1597943452058222592,positive,,,computer,"AI, GPT3","patents, computer equipment, terminology",,"language, models, areas, research, right, companies, programs, gpt3, articles, computer, code, problem, horizon, accordin","are, racing, release, write, theres, looming","large, hottest, ai, coherent","large language models, that","the hottest areas of ai research, ai research, companies racing to release programs like gpt3 that can write impressively coherent articles and even computer code, programs like gpt3 that can write impressively coherent articles and even computer code, gpt3, impressively coherent articles and even computer code, the horizon",are,"language, nlp, language models, ai language, language processing, natural language, gpt3, large language, gpt4, models like, ai nlp, like gpt4, way, capabilities"
1597943090018652160,positive,makes sense,,,"AI, GPT3",,prompter,"textdavinci003, intent, prompt, poetry, sense, rap, battles, job, ai, predecessors, kind, crossover, needs","is, understanding, rhyming, makes, do, demonstrating, is","better, complex, great, much, better, gpt3","textdavinci003, it, rap battles, it","complex intent in the prompt and, the prompt, poetry, sense that rap battles would do a great job demonstrating, a great job demonstrating, an ai, the crossover of those needs, those needs",is,"song, music, lyrics, rap, songs, write, album, write song, asked, asked chatgpt, rap song, style, guitar, me, write rap"
1597941507566100480,negative,,,,"AI, GPT, ArtificialIntelligence",,,"ai, game, gpt, today, artificialintelligence","is, turning, mindblown, cant, imagine, gpt, be",entire,"ai, gpt 4","the entire game, gpt 3",turning,"chatgpt, ai, will"
1597941042703392768,neutral,,him,python,GPT3,"Basque, Python (computer programming), art collections",store detective,"zeru, sky, basque, fairy, friend, fellow, collection, python, colab, notebooks, poem, gpt3","means, was, had, was, was, loved, was, sd, generated","bizarre, odd, little, pure, ai, pharmapsychotic, realesrgan","zeru, who, who, he, she, he","sky, basque, a friend who was really quite bizarre, him, ai collection sd 14 python colab notebooks, pharmapsychotic and realesrgan poem generated by gpt3, gpt3",means,"chatgpt, ai, will"
1597940386714222592,positive,,,,GPT3,,,"im, fun, gpt3, textdavinci003, compliments, pick, line","having, asking, write, stuff","much, limerick, sarcastic",i,"too much fun asking gpt3 textdavinci003 to write silly stuff a limerick sarcastic compliments and a pick up line, gpt3 textdavinci003, silly stuff, a limerick sarcastic compliments and a pick up line",having,"chatgpt, ai, will"
1597940283731107840,neutral,,,,,,,username,were,gpt35,both it and 002,,username,"gpt35, gpt35turbo, gpt4, from gpt35, better, model, using gpt35, difference, different, gpt35 turbo"
1597940101471997952,neutral,,,,,,,"drills, bonanza, highgrade, intercepts, guadalupe, au, gpt, ag",including,"prime, multiple, gpt",,"multiple bonanza and highgrade intercepts at guadalupe including 332 gpt au and 1072 gpt ag, guadalupe including 332 gpt au and 1072 gpt ag, 332 gpt au and 1072 gpt ag, 20metres",drills,"chatgpt, ai, will"
1597939611992412160,negative,do the heavy lifting,,,GPT,,,"skills, heavy, lifting","do, think, writing, atrophy, let, gpt, do",,"you, our writing skills, we, gpt",the heavy lifting,think,"writing, book, story, books, gpt, write, fiction, writer, stories, using gpt, writers, gpt3, gpt4, style, authors, good, read, bookwiz, literary"
1597939251588788224,neutral,,,,GPT3,,,"i, gpt3, life, story, elements","asked, tell, are, are","accurate, false","i, some elements, some","gpt3, my life story",asked,"chatgpt, ai, will"
1597938793352663040,neutral,,users,"api, diffusion","Stability AI Stable Diffusion, CCO Universal Public Domain","patents, terminology",commercial director,"dalle, gpt3, copyright, content, api, end, users, stability, diffusion, states, terms, service, images, domain, default","claim, generated, ai, created, are","username, openai, stable, cco, universal, public","2 gpt3, stability, all images created","openai dalle, copyright over content generated by the api for you or your end users, content generated by the api for you or your end users, the api for you or your end users, you or your end users, their terms of service, service, default",claim,"openai, gpt4, openai gpt, api, openai has, gpt3, openai gpt4, trademark, gpt4 openai, model, gpt5, openai api, from openai, if openai, access, models, openai gpt3"
1597938325234778112,neutral,,,,,,,"test, tweet",wrapped,username,,"another test tweet for wrapped 2, wrapped 2",username,"twitter, tweet, tweets, chatgpt, written, followers, write, chatgpt btwitfi, thread, tweeting"
1597937529927663616,neutral,,,api,"AI, GPT3 Heres",plan ,secretary,"today, ai, w, gpt3, plan, playground, connect, ship, web, app, chrome, extension, username","im, working, building, writing, heres, explore, gpt3s, seems, wan, build, check","own, assistant, openai, api, cool","i, assistant w gpt3, the plan, this, you","my own, openai playground connect, api ship, a web app chrome extension, it",working,"chatgpt, ai, will"
1597937291510808576,neutral,,,api,"AI, GPT3 Heres",plan ,secretary,"today, ai, w, gpt3, plan, playground, connect, ship, web, app, chrome, extension, username","im, working, building, writing, heres, explore, gpt3s, seems, wan, build, check","own, assistant, openai, api, cool","i, assistant w gpt3, the plan, this, you","my own, openai playground connect, api ship, a web app chrome extension, it",working,"chatgpt, ai, will"
1597936455451656192,neutral,,,,,,,"rumors, silicon, valley",,gpt4,,silicon valley,rumors,"chatgpt, ai, will"
1597936156372774912,positive,generated an entire story,,,AIgenerated cc copy paste,,,"gpt3, insane, story, lines, everything, copy, paste, playground, screenshot","playing, generated, gave, is, aigenerated","w, entire, few, top, green, cc, username","it, i, username copy","w gpt3, its insane, an entire story for me, me, just a few lines i gave it at the top everything in green, it, the top everything in green, green, your playground screenshot",generated,"chatgpt, ai, will"
1597936075158474752,positive,,,,,,,"potential, update, username","unleashing, explained, use","gpt3, new",unleashing the potential of gpt3 new update,"the potential of gpt3 new update, gpt3 new update, it, username",explained,"gpt, ask gpt, gpt gpt, lol, use gpt, using gpt"
1597935995307102208,positive,,,computer,"AI, GPT3","patents, computer equipment, terminology",,"language, models, areas, research, right, companies, programs, gpt3, articles, computer, code, problem, horizon, accordin","are, racing, release, write, theres, looming","large, hottest, ai, coherent","large language models, that","the hottest areas of ai research, ai research, companies racing to release programs like gpt3 that can write impressively coherent articles and even computer code, programs like gpt3 that can write impressively coherent articles and even computer code, gpt3, impressively coherent articles and even computer code, the horizon",are,"language, nlp, language models, ai language, language processing, natural language, gpt3, large language, gpt4, models like, ai nlp, like gpt4, way, capabilities"
1597935766025691136,neutral,,,,ML News,"ML (computer programming), communication",,"news, gpt4, rumors, interaction, va, username","ai, reading, solved","ml, neuron",news gpt4 rumors,"neuron interaction, a va username",ai,"chatgpt, ai, will"
1597935746731585536,neutral,,,basic,GPT3,acoustics,,"username, hook, gpt3, code, outputs, promptlike, noise","be, do, midjourney, add, keep, add, go","wouldnt, hard, other, basic, first, random","username but effectively it wouldnt be too hard to do that just hook gpt3 to midjourney, it, you","that, gpt3, midjourney, some other very basic code, the outputs of the first promptlike, the first promptlike, some random noise",add,"chatgpt, ai, will"
1597934296626511872,positive,,,,"GPT3, gpt3",,,"openai, upgrades, skills, gpt3, news, tech, technology","gpt3, openai, ai","impressive, new","openai upgrades, openai gpt3",impressive new skills,gpt3,"openai, gpt4, ml read, gpt ml, starts release, ai known, openai starts, microsoftbacked openai, read more, as gpt4, powerful, more here, known as, powerful ai, ai gpt, ai model, openai gpt4"
1597933887921033216,positive,,,,"GPT3, gpt3",,,"openai, upgrades, skills, gpt3, news, tech, technology","gpt3, openai, ai","impressive, new","openai upgrades, openai gpt3",impressive new skills,gpt3,"openai, gpt4, ml read, gpt ml, starts release, ai known, openai starts, microsoftbacked openai, read more, as gpt4, powerful, more here, known as, powerful ai, ai gpt, ai model, openai gpt4"
1597933408331919360,positive,,,,GPT3,,,"localhost, app, link","done, play, know, think, username","w, gpt3, web","you, you, shoutout","localhost, my gpt3 web app, the link, lemme, what",done,"chatgpt, ai, will"
1597933105721245696,neutral,,,aztec,Cervantes Project,report facts,,"reports, drill, results, zone, cervantes, sonora, au","continued, project, mexico, including","aztec, strong, california, gpt",aztec reports,"strong drill results from california zone, california zone, cervantes project in sonora mexico including 073 gpt au over 1140, sonora mexico, 073 gpt au over 1140, 1140",continued,"chatgpt, ai, will"
1597932889760763904,neutral,,,,AI,,,"secret, gpt4, trends, information, gpt4, gpt4","is, using, find, know, openai","open, ready, ai, username, gpt","an open secret gpt4, we","ai trends and information from username, username, what, gpt4",is,"chatgpt, ai, will"
1597932341632155648,positive,,,,GPT3,,,"openai, upgrades, poetry, andlyrics","gpt3, stunning, rhyming",,,rhyming poetry andlyrics,stunning,"chatgpt, ai, will"
1597931715770679296,positive,,junior,aztec,Cervantes Project,report facts,,"reports, drill, results, zone, cervantes, sonora, au, junior, mining, network, aztv","continued, project, mexico, including","aztec, strong, california, gpt",aztec reports,"strong drill results from california zone, california zone, cervantes project in sonora mexico including 073 gpt au over 1140m, sonora mexico, 073 gpt au over 1140m, 1140, m",continued,"chatgpt, ai, will"
1597931697785696256,positive,,,rules,,reprography,armed forces officer,"post, business, talks, peoples, tendency, rules, copying, comment, post","give, prevent, succeeding","great, general, username, selfimposed, fake","really great post about business and in general by username talks about peoples, that","business, username talks about peoples, peoples, fake rules that prevent them from succeeding copying over my comment on the post, them, copying over my comment on the post, my comment on the post, the post",tendency,"chatgpt, ai, will"
1597931439798079488,positive,,,aztec,Cervantes Project,report facts,,"aztec, reports, drill, results, zone, cervantes, sonora, au","continued, project, mexico, including","azztf, strong, california, gpt",azztf aztec reports,"strong drill results from california zone, california zone, cervantes project in sonora mexico including 073 gpt au over 1140, sonora mexico, 073 gpt au over 1140, 1140",continued,"chatgpt, ai, will"
1597931366901063680,positive,,,aztec,Cervantes Project,report facts,,"aztec, reports, drill, results, zone, cervantes, sonora, au","continued, project, mexico, including","aztv, strong, california, gpt",aztv aztec reports,"strong drill results from california zone, california zone, cervantes project in sonora mexico including 073 gpt au over 1140, sonora mexico, 073 gpt au over 1140, 1140",continued,"chatgpt, ai, will"
1597931226941513728,neutral,,,"transformers, python",GPT,"electrical machines, Python (computer programming)",auctioneer,"agent, developers, mix, hundredsthousands, modules, mini, agents, python, developer, fine, project, architecture, deps, docker, transformers","be, have, tuned, understanding, writing",gpt,"agent developers, a python developer, a gpt fine tuned for understanding project architecture another","hundredsthousands of modules or mini agents, modules or mini agents, project architecture, another, another, docker another for specifically writing transformers, another, specifically writing transformers",be,"chatgpt, ai, will"
1597931187426795520,positive,,,aztec,Cervantes Project,report facts,,"aztec, reports, drill, results, zone, cervantes, sonora","continued, project, mexico, including","azt, strong, california",azt aztec reports,"strong drill results from california zone, california zone, cervantes project in sonora mexico, sonora mexico",continued,"chatgpt, ai, will"
1597931037392539648,neutral,,soon,,GPT3,"Microsoft Access, terminology",,"username, filtering, prioritization, language, i, bills, week, gpt3, reply, share, access, youre","were, working, solve, querying, do, have, coming, have, powered","aipowered, natural, eg, due, compose, testflight, interested","username, i, we, btw we already have gpt3 powered compose reply, you","this aipowered filtering prioritization and natural language, eg, any bills due this week, testflight access",working,"chatgpt, ai, will"
1597929979978792960,neutral,,,,,,,,testing,"username, wrapped",,wrapped 1,testing,"chatgpt, ai, will"
1597929795652046848,positive,,,,"Merzmensch Asking GPT3, Merzmensch",,,"gpt3, textdavinci003, merzmensch, i, link, thread, versions, merzmensch","is, asking, did, seems, know, id, love, be",other,"who, i, it, it, i","gpt3 textdavinci003, merzmensch, thread, me, other versions","is, did, d","chatgpt, ai, will"
1597929717780611072,neutral,,,database,"GPT3, Postgres","statistics, PostgreSQL, database, think creatively, terminology",,"whats, stateoftheart, data, analysis, language, gpt3, examples, experiments, postgres","using, run, database","natural, good",the stateoftheart for data analysis using natural language any good gpt3 examples to run experiments on my postgres database,"data analysis, natural language, any good gpt3 examples, experiments, my postgres database",s,"language, models, language models, gpt3, large language, text, natural, natural language, translation, language processing, nlp, tasks, models like, generate, gpt4, such as, like gpt3, gpt models, languages, language translation"
1597929664743632896,neutral,,anyone,internet,GPT3,,,"gpt3, amount, text, internet, i, anyone, i, heres, convo, character, i, cc, username","is, is, trained, means, talk, want, having, created","crazy, massive, sedaa","this, too crazy gpt3, which, i, i, me, i","a massive amount of text from the internet which means i can talk to literally anyone i want, text, the internet which means i can talk to literally anyone i want, literally anyone i want, a convo, sedaa character i created",is,"chatgpt, ai, will"
1597929599224381440,neutral,,,api,"AI, GPT3 Heres",plan ,secretary,"today, ai, w, gpt3, plan, playground, connect, ship, web, app, chrome, extension, username","im, working, building, writing, heres, explore, gpt3s, seems, wan, build, check","own, assistant, openai, api, cool","i, assistant w gpt3, the plan, this, you","my own, openai playground connect, api ship, a web app chrome extension, it",working,"chatgpt, ai, will"
1597929387797643264,neutral,,,,,,,"power, gpt3, ways, ezekiel, njuguna","unlocking, use",,,"the power of gpt3 10 ways to use it by ezekiel, gpt3 10 ways to use it by ezekiel, it, ezekiel, njuguna",unlocking,"chatgpt, ai, will"
1597929184965251072,negative,,people,,GPT3,Source (digital game creation systems),writer,"decades, people, academia, sources, pages, errors, apa, mistakes, things, writer","have, treated, writing, write, dont, have, use, gpt3, shows, do, be","many, many, many, more, many, many","many people in academia, this many sources, this many pages, this many errors, gpt3, you","decades, academia, more than this many errors use apa, apa, this many mistakes, all these things",treated,"chatgpt, ai, will"
1597929105688694784,neutral,,,,GPT3,,,"points, post, post, i, post, gpt3, ideas","i, want, make, want, compare, created, was, fed","username, final, final, vs","i, i, that","the post, some points i want to make for the post not the final post, final post created by me vs gpt3, me, gpt3, ideas",username,"chatgpt, ai, will"
1597928666968821760,positive,,,computer,"AI, GPT3","patents, computer equipment, terminology",,"language, models, areas, research, right, companies, programs, gpt3, articles, computer, code, problem, horizon, accordin","are, racing, release, write, theres, looming","large, hottest, ai, coherent","large language models, that","the hottest areas of ai research, ai research, companies racing to release programs like gpt3 that can write impressively coherent articles and even computer code, programs like gpt3 that can write impressively coherent articles and even computer code, gpt3, impressively coherent articles and even computer code, the horizon",are,"language, nlp, language models, ai language, language processing, natural language, gpt3, large language, gpt4, models like, ai nlp, like gpt4, way, capabilities"
1597928191527890944,neutral,,,,"ASX, GPT",,,"todays, signals, asx, abp, azj, clv, gmg, gpt, hpi, dyor",,,,"signals on the asx abp azj clv gmg gpt hpi dyor, the asx abp azj clv gmg gpt hpi dyor",todays,"seconds current, more signals, finance binance, current price, follow, ai gpt, pump, dump, altcoin finance, alts finance, gpt busd, gpt usdt"
1597928147802095616,neutral,,"her, younger, artist","self, chatbot",,communication,drawing artist,"artist, childhood, diary, chatbot, conversation, self, chatbot","feeds, has, moving","ai, younger",artist,"her childhood diary, an ai chatbot, a moving conversation with her younger self chatbot, her younger self chatbot",feeds,"chatgpt, ai, will"
1597928089039691776,neutral,,,,GPT3,,,"haha, gpt3, blog, post, media, post, i, something, try","feed, add, username, want, give","username, original, social","you, i, you","gpt3, the original blog post or your social media post, something like that, that, a try",feed,"chatgpt, ai, will"
1597928088221859840,neutral,summarizing the article,,,GPT3,,,"btw, tweet, article","was, generated, summarizing",gpt3,"tweet, gpt3",the article,btw,"twitter, tweets, gpt, gpt4, gpt3, feed, tweeting, gpt twitter, threads"
1597927873285062656,negative,,,,,"cameras, algorithms",,"throw, rocks, cameras, seo, algorithms","ranking, perish","username, gpt3",username throw rocks at cameras and gpt3 seo at ranking algorithms or,"cameras and gpt3 seo, ranking algorithms or",perish,"search, google, gpt, google search, engine, search engine, results, searches, searching, queries, google has, from google, powered search, engines, search engines, when google, queries comes, so packed"
1597926906422530048,neutral,,,api,"AI, GPT3 Heres",plan ,secretary,"today, ai, w, gpt3, plan, playground, connect, ship, web, app, chrome, extension, username","im, working, building, writing, heres, explore, gpt3s, seems, wan, build, check","own, assistant, openai, api, cool","i, assistant w gpt3, the plan, this, you","my own, openai playground connect, api ship, a web app chrome extension, it",working,"chatgpt, ai, will"
1597926693468897280,neutral,,,model,,,,"read, model",,"openais, new",,openais new model,read,"openai, gpt4, ml read, gpt ml, starts release, ai known, openai starts, microsoftbacked openai, read more, as gpt4, powerful, more here, known as, powerful ai, ai gpt, ai model, openai gpt4"
1597926687244783616,positive,,,,GPT3,,,"openai, poetry, rhyming, lyrics",updates,"gpt3, awesome",openai updates,"poetry and, rhyming lyrics",gpt3,"chatgpt, ai, will"
1597925989950304256,neutral,,,,GPT3,demonstrate curiosity,,"username, posts, post, gpt3, something, result, post, i","i, am, writing, curious, try, creating, feeding, comparing, see","own, similar, better","i, i","my posts, my own post, gpt3, something similar and comparing the result, the result, which post",username,"chatgpt, ai, will"
1597925860518301696,positive,,soon,,"Spot the AIassisted, GPT3",,video and motion picture editor,"congrats, writing, editor, i, living, i, writing, functions, things","username, given, used, make, attest, is, spot, coming","amazing, update, worldclass, aiassisted","congrats, i, i, this","the amazing writing editor update, these, a living, the aiassisted writing functions coming, all the things",username,"chatgpt, ai, will"
